Id,Municipality,Place,Latitude,Longitude
332,Kristianstad,Hammar,56.0302777777778,14.2083333333333
333,Kristianstad,Hammarslund,56.0180555555556,14.1938888888889
334,Kristianstad,Hommentorp,55.9266666666667,14.0208333333333
335,Kristianstad,Horna,55.9619444444444,14.2833333333333
336,Kristianstad,Huaröd,55.8405555555556,13.97
337,Kristianstad,Härlöv,56.022804,14.118413
338,Kristianstad,Hörröd,55.7783333333333,14.0375
339,Kristianstad,Ivö ,56.1086111111111,14.4038888888889
340,Kristianstad,Kaffatorp,56.1958333333333,14.2969444444444
341,Kristianstad,Karpalund,56.0405555555556,14.0919444444444
342,Kristianstad,Kiaby,56.0666666666667,14.3283333333333
343,Kristianstad,Kjuge,56.0730555555556,14.3569444444444
344,Kristianstad,Kristianstad,56.0205555555556,14.1255555555556
345,Kristianstad,Källunda,56.0291666666667,14.0513888888889
346,Kristianstad,Liarum,55.9530555555556,13.8475
347,Kristianstad,Lillehem,55.7775,14.0966666666667
348,Kristianstad,Linderöd,55.9325,13.8225
349,Kristianstad,Lyngby,55.8941666666667,14.1125
350,Kristianstad,Lyngsjö kyrkby,55.9352777777778,14.0741666666667
351,Kristianstad,Maglehem,55.7719444444444,14.1513888888889
352,Kristianstad,Mjönäs,56.2355555555556,14.3155555555556
353,Kristianstad,Norra Strö,56.1075,14.0297222222222
354,Kristianstad,Norra Åsum,55.9833333333333,14.15
355,Kristianstad,Norra Österslöv,56.1075,14.2611111111111
356,Kristianstad,Nyehusen,55.8480555555556,14.22
357,Kristianstad,Nymö,56.0183333333333,14.3263888888889
358,Kristianstad,Odersbäck,55.9419444444444,13.9027777777778
359,Kristianstad,Olseröd,55.7969444444444,14.1591666666667
360,Kristianstad,Oppmanna,56.1536111111111,14.3052777777778
361,Kristianstad,Ovesholm,56,14.0166666666667
362,Kristianstad,Rickarum,55.9941666666667,13.8208333333333
363,Kristianstad,Rinkaby,55.9836111111111,14.2713888888889
364,Kristianstad,Ripa ,55.9111111111111,14.2327777777778
365,Kristianstad,Råbelöv,56.0788888888889,14.1816666666667
366,Kristianstad,Sjunnarp,55.9975,13.8380555555556
367,Kristianstad,Skepparslöv,56.0158333333333,14.0641666666667
368,Kristianstad,Skoglösa,56.0827777777778,13.9972222222222
369,Kristianstad,Tasseboda,55.9444444444444,14.0141666666667
370,Kristianstad,Tings Nöbbelöv,55.9563888888889,14.0594444444444
371,Kristianstad,Tollarp,55.9344444444444,13.9772222222222
372,Kristianstad,Torsebro,56.1,14.1166666666667
373,Kristianstad,Tosteberga,56.0083333333333,14.4380555555556
374,Kristianstad,Träne,55.9872222222222,13.9922222222222
375,Kristianstad,Ullstorp,56.06,13.9822222222222
376,Kristianstad,Vanneberga,55.9983333333333,14.3525
377,Kristianstad,Venestad,55.9858333333333,13.9425
378,Kristianstad,Viby,56,14.2333333333333
379,Kristianstad,Vinnö,56.0538888888889,14.0883333333333
380,Kristianstad,Vittskövle,55.8577777777778,14.1475
381,Kristianstad,Vånga,56.16,14.3761111111111
382,Kristianstad,Yngsjö,55.8811111111111,14.2425
383,Kristianstad,Yngsjöstrand,55.88,14.2425
384,Kristianstad,Äsphult,55.98,13.7991666666667
385,Kristianstad,Åhus,55.9286111111111,14.295
386,Kristianstad,Åhuskärr,55.8191666666667,14.19
387,Kristianstad,Önnestad,56.0547222222222,14.0247222222222
388,Kristianstad,Önnestads backar,56.0463888888889,14.0275
389,Kristianstad,Österslöv,56.0961111111111,14.2455555555556
390,Kristianstad,Östervång,55.9161111111111,13.9827777777778
391,Kristianstad,Östra Sönnarslöv,55.8858333333333,14.0155555555556
392,Kristianstad,Östra Vram,55.9311111111111,14.0222222222222
393,Kristianstad,Östra sandar,55.9463888888889,14.3188888888889
394,Kristianstad,Övarp,56.115,14.0355555555556
395,Landskrona,Annelöv,55.8286111111111,13.0152777777778
396,Landskrona,Arrarp,55.915,12.9033333333333
397,Landskrona,Asmundtorp,55.8855555555556,12.9486111111111
398,Landskrona,Axeltofta,55.8605555555556,12.8905555555556
399,Landskrona,Björnahusen,55.8305555555556,12.9627777777778
400,Landskrona,Borstahusen,55.8958333333333,12.8055555555556
401,Landskrona,Brohusen,55.9083333333333,12.8222222222222
402,Landskrona,Bäckviken,55.9036111111111,12.7216666666667
403,Landskrona,Glumslöv,55.9425,12.8077777777778
404,Landskrona,Hilleshög,55.9277777777778,12.8402777777778
405,Landskrona,Husvik,55.9177777777778,12.7052777777778
406,Landskrona,Häljarp,55.8536111111111,12.9130555555556
407,Landskrona,Härslöv,55.9319444444444,12.8716666666667
408,Landskrona,Kvärlöv,55.8380555555556,12.9919444444444
409,Landskrona,Kyrkbacken,55.91,12.6733333333333
410,Landskrona,Landskrona,55.8794444444444,12.8369444444444
411,Landskrona,Markhög,55.8472222222222,12.9730555555556
412,Landskrona,Munkebäck,55.8733333333333,12.9511111111111
413,Landskrona,Norreborg,55.9194444444444,12.6975
414,Landskrona,Rydebäck,55.9652777777778,12.7719444444444
415,Landskrona,Råga Hörstad,55.8841666666667,12.9105555555556
416,Landskrona,Saxtorp,55.8388888888889,12.9608333333333
417,Landskrona,Saxtorpsskogen,55.8286111111111,12.9461111111111
418,Landskrona,Säby,55.9044444444444,12.8488888888889
419,Landskrona,Tullstorp,55.8955555555556,12.8625
420,Landskrona,Tuna,55.9133333333333,12.6897222222222
421,Landskrona,Tågarp,55.925,12.9555555555556
422,Landskrona,Vadensjö,55.9038888888889,12.8991666666667
423,Landskrona,Ylleshed,55.9,13
424,Landskrona,Ålabodarna,55.9402777777778,12.7794444444444
425,Landskrona,Örja kyrkby,55.8808333333333,12.8808333333333
426,Lomma,Alnarp,55.65,13.0666666666667
427,Lomma,Bjärred,55.7219444444444,13.0275
428,Lomma,Borgeby,55.7333333333333,13.0319444444444
429,Lomma,Fjelie,55.7266666666667,13.1052777777778
430,Lomma,Flädie,55.7263888888889,13.0691666666667
431,Lomma,Lilla Habo,55.6872222222222,13.0713888888889
432,Lomma,Lilla Lomma,55.69,13.0855555555556
433,Lomma,Lomma,55.6747222222222,13.08
434,Lund,Assartorp,55.5811111111111,13.335
435,Lund,Bergströmshusen,55.6777777777778,13.1769444444444
436,Lund,Björnstorp,55.6455555555556,13.4080555555556
437,Lund,Björnstorps torg,55.6216666666667,13.4036111111111
438,Lund,Bonderup,55.6405555555556,13.355
439,Lund,Dalby,55.6644444444444,13.3561111111111
440,Lund,Dörröd,55.5888888888889,13.4927777777778
441,Lund,Ekeberga,55.7266666666667,13.3886111111111
442,Lund,Flyinge kungsgård,55.7491666666667,13.3511111111111
443,Lund,Flyingeby,55.7391666666667,13.3494444444444
444,Lund,Genarp,55.5991666666667,13.3983333333333
445,Lund,Gödelöv,55.6144444444444,13.4044444444444
446,Lund,Hardeberga,55.6977777777778,13.2936111111111
447,Lund,Humlamaden och Hemmestorps boke,55.6172222222222,13.5313888888889
448,Lund,Håstad,55.7755555555556,13.2288888888889
449,Lund,Idala,55.6166666666667,13.5
450,Lund,Igelösa,55.7633333333333,13.2730555555556
451,Lund,Kongsmarken,55.6044444444444,13.3041666666667
452,Lund,Kvinnevad,55.7111111111111,13.5113888888889
453,Lund,Källby,55.6906611111111,13.168875
454,Lund,Lilla Håstad,55.7805555555556,13.2111111111111
455,Lund,Lund,55.7083333333333,13.1991666666667
456,Lund,Lyngby,55.5966666666667,13.3391666666667
457,Lund,Odarslöv,55.7511111111111,13.2483333333333
458,Lund,Revingeby,55.7255555555556,13.4630555555556
459,Lund,Silvåkra,55.6847222222222,13.4975
460,Lund,Skatteberga,55.7338888888889,13.4025
461,Lund,Stora Råby,55.685,13.225
462,Lund,Stångby,55.7494444444444,13.1975
463,Lund,Stångby kyrkby,55.7655555555556,13.1719444444444
464,Lund,Sularp,55.7136111111111,13.2938888888889
465,Lund,Södra Sandby,55.7177777777778,13.3452777777778
466,Lund,Torna Hällestad,55.6780555555556,13.4213888888889
467,Lund,Trällekilla,55.5855555555556,13.3541666666667
468,Lund,Tygelsjö,55.7136111111111,13.2936111111111
469,Lund,Vallkärra,55.7375,13.1780555555556
